filename,text,text_blob_rating,text_blob_polarity,flair_rating,flair_valence,aws_rating,aws_positive,aws_negative,aws_neutral,aws_mixed
bicycling_bnffyo,Guess your bike is steal worthy.  You got that going for ya!,POSITIVE,0.416666666666667,POSITIVE,0.673936784267426,POSITIVE,0.983837187290192,0.000401239580242,0.015760034322739,1.58614420797676E-06
bicycling_bnffyo,"Good to know that chain held out, but I bit longer and your bike would have been gone",POSITIVE,0.7,POSITIVE,0.956756770610809,MIXED,0.053762640804052,0.078380383551121,0.030773140490055,0.83708381652832
bicycling_bnffyo,"This is why I use two locks. People give me shit for it, but if you use two they have to cut two. Chances are (for me at least) that there's another bike nearby with only 1 lock. Doesn't mean it won't happen, but I think it helps.",NEGATIVE,-0.203125,POSITIVE,0.978181302547455,POSITIVE,0.550357162952423,0.029919674620032,0.099412769079208,0.320310413837433
bicycling_bnffyo,Theivin cunt fuckin bastard reject cocksacks.,NEUTRAL,0,NEGATIVE,0.696466505527496,NEGATIVE,0.00044403859647,0.993441462516785,0.006113606970757,9.79860828920209E-07
bicycling_bnffyo,"Oh dude! Co-worker posits they broke one side, and the second broke their bolt cutters.",NEUTRAL,0,NEGATIVE,0.998486995697022,NEGATIVE,0.001586575526744,0.93784761428833,0.060558944940567,6.85889699525433E-06
bicycling_bnffyo,Great abus advertisement,POSITIVE,0.8,POSITIVE,0.984220266342163,NEGATIVE,0.415732651948929,0.557041347026825,0.007034775335342,0.020191175863147
bicycling_bnffyo,I'm glad they weren't successful,POSITIVE,0.625,NEGATIVE,0.889735341072083,NEGATIVE,0.081598341464996,0.7207892537117,0.029037039726973,0.168575316667557
bicycling_bnffyo,Nice to see the other side...a successful deterrence!,POSITIVE,0.470833333333333,POSITIVE,0.521523296833038,POSITIVE,0.997918784618378,0.000412835273892,0.001659719040617,8.73931367095793E-06
bicycling_bnffyo,That's almost as viscerally terrifying as discovering a new spot on your scrotum.,NEGATIVE,-0.431818181818182,POSITIVE,0.999434053897858,NEGATIVE,0.020322183147073,0.953640520572662,0.025951175019145,8.62096276250668E-05
bicycling_bnffyo,Found the Abus viral marketer )  Abus locks are the real deal.,POSITIVE,0.225,POSITIVE,0.971303224563599,POSITIVE,0.579622149467468,0.16748920083046,0.252441585063934,0.000447012862423
bicycling_bnffyo,Just curious what size links that chain has?  I use a similar one for my cargo bike.,NEUTRAL,-0.05,POSITIVE,0.972246646881104,NEUTRAL,0.040725376456976,0.058546412736178,0.900668442249298,5.98155420448165E-05
bicycling_bnffyo,Good old square link chains. Difficult for bolt cutters to grab.,POSITIVE,0.1,POSITIVE,0.803010702133179,POSITIVE,0.838525652885437,0.008786717429757,0.003626019926742,0.149061635136604
bicycling_bnffyo,>Many of life's failures are people who did not realize how close they were to success when they gave up.   Thomas A. Edison,POSITIVE,0.3,NEGATIVE,0.520922124385834,NEUTRAL,0.014349774457514,0.170518144965172,0.815126776695251,5.3559242587653E-06
bicycling_bnffyo,"I have that same lock, makes me feel better about it knowing somebody tried hard and gave up",POSITIVE,0.069444444444445,NEGATIVE,0.819182932376862,POSITIVE,0.956690073013306,0.020479263737798,0.022798158228397,3.24569300573785E-05
bicycling_bnffyo,Good thing they chose to cut right on the logo otherwise how would we all know which brand to buy.,POSITIVE,0.492857142857143,POSITIVE,0.998222172260284,MIXED,0.426779121160507,0.062470450997353,0.061599850654602,0.449150502681732
bicycling_bnffyo,This is why you need to buy a good lock! If that was some cheap cable lock your bike would've been gone in a second,POSITIVE,0.425,NEGATIVE,0.876014411449432,NEGATIVE,0.361376166343689,0.452598333358765,0.184615597128868,0.001409909455106
bicycling_bnffyo,And that's why you never go cheap on locks!,POSITIVE,0.5,POSITIVE,0.924262583255768,POSITIVE,0.809067070484161,0.071334965527058,0.119532480835915,6.54453033348545E-05
bicycling_bnffyo,"Wow. Glad it worked for you. I have the same lock, feels nice to know it's safe.",POSITIVE,0.34,POSITIVE,0.97698837518692,POSITIVE,0.999521970748901,3.97171534132212E-05,0.000437779992353,5.36261552497308E-07
bicycling_bnffyo,Man I had a heart attack for a sec— I thought the bottom pic was your front fork at a quick glance lmao. Glad the chain held up for you.,POSITIVE,0.477777777777778,POSITIVE,0.999855279922485,POSITIVE,0.896064937114716,0.018681259825826,0.081216715276241,0.00403700908646
bicycling_bnffyo,"Dang, we always talk about how heavier duty stuff will just ""slow them down"" but there it is.",NEGATIVE,-0.227777777777778,NEGATIVE,0.697494387626648,NEGATIVE,0.013584087602794,0.880296349525452,0.106028348207474,9.11454626475461E-05
bicycling_bnffyo,I started a holiday in San Fran with gf and we decided to buy Craigslist bikes for the 2mths we were in the US. Took over a cable lock with us naively and locked up the 2 bikes in down town SF. They lasted less than an hour. Really soured SF for us.,NEGATIVE,-0.230555555555556,NEGATIVE,0.99402642250061,NEGATIVE,0.207828417420387,0.561713397502899,0.230427607893944,3.05907778965775E-05
bicycling_bnffyo,"And my bike *did* get stolen today! Must have gave up on yours and found my $10 lock and snipped through it with playdoh scissors.  Thankfully, in a unforeseen move, he left his bike behind and it seems OK. Just a Walmart bike, but it's new and a flat bar road bike. Basically a lateral move for me. My bike was a 7 year old trek that was getting a bit busted. Worth the same as the bike they left behind.",NEUTRAL,0.021136363636364,NEGATIVE,0.999869465827942,POSITIVE,0.865670084953308,0.065459564328194,0.066264770925045,0.002605568617582
bicycling_bnffyo,This does not look like the work of ['The Lock Picking Lawyer'](https://www.youtube.com/channel/UCm9K6rby98W8JigLoZOh6FQ),NEUTRAL,0,NEGATIVE,0.992415010929108,NEGATIVE,0.001836138078943,0.962037801742554,0.036124564707279,1.54494944126782E-06
bicycling_bnffyo,Worthless pigs!,NEGATIVE,-1,NEGATIVE,0.945460081100464,POSITIVE,0.895596086978912,0.030764989554882,0.073572739958763,6.61549784126691E-05
bicycling_bnffyo,I have the same chain! This makes me feel like it was the right purchase. Lol.,POSITIVE,0.361904761904762,POSITIVE,0.667392373085022,POSITIVE,0.996245086193085,0.000117173833132,0.003637038869783,6.45603051907528E-07
bicycling_bnffyo,Damn. Looks like an angle grinder attack possibly,NEUTRAL,0,POSITIVE,0.796337842941284,NEGATIVE,0.008648392744362,0.924193859100342,0.067131660878658,2.60579654423054E-05
bicycling_bnffyo,"I have way too much money invested in my dream bike to let some fool steal it. If I ride into town to grab a candy bar I use a cable lock through any  iron fence that’s solid, both wheels and parts of the frame and an Abus D lock through the back tire and the down tube. I throw all of the locks in a small backpack it’s a little heavy, but really not much of burden.",NEGATIVE,-0.086631944444445,NEGATIVE,0.997681140899658,POSITIVE,0.543102502822876,0.13542203605175,0.321457982063293,1.73867774719838E-05
bicycling_bnffyo,Someone Abused ABUS,NEUTRAL,0,POSITIVE,0.84795218706131,NEGATIVE,0.00076252722647,0.982215464115143,0.017020482569933,1.62724654728663E-06
bicycling_bnffyo,"You carry that thing with you ? Wow I have a similar one but I only use it to lock the bike in my shed   Get an ulock, the only way to get through those is an angle grinder.",NEUTRAL,0.025,NEGATIVE,0.995008587837219,NEUTRAL,0.375318676233292,0.067253813147545,0.557070195674896,0.000357280310709
bicycling_bnffyo,I have the same lock,NEUTRAL,0,POSITIVE,0.867425739765167,NEUTRAL,0.015280746854842,0.110817790031433,0.873892605304718,8.90519731910899E-06
bicycling_bnffyo,Well I just bought and Abus chain as a second lock. Maybe it should be my first lock!,POSITIVE,0.15625,POSITIVE,0.81106573343277,NEGATIVE,0.179444253444672,0.447732955217362,0.372779846191406,4.29835854447447E-05
bicycling_bnffyo,Nice lock. Abus-Abloy doesn't screw around.,POSITIVE,0.6,NEGATIVE,0.703228354454041,POSITIVE,0.981463611125946,0.003706951858476,0.008830758742988,0.005998699460179
bicycling_bnffyo,I've had two bikes stolen from where I chained them up when going to school so I stopped riding,NEUTRAL,0,POSITIVE,0.899346828460693,NEUTRAL,0.02694938890636,0.381029546260834,0.592004776000977,1.62275973707438E-05
bicycling_bnffyo,yeah imma lock my bike on two of these,NEUTRAL,0,NEGATIVE,0.999215722084045,NEUTRAL,0.093634776771069,0.303174555301666,0.603137671947479,5.29071148775984E-05
bicycling_bnffyo,Glad your bike is ok. Something similar just happened to me.  I live in an apartment building where there is a locked door to a courtyard and the courtyard has a covered bike area.  I walked outside and while leaving I saw a mountain bike on the other side of the courtyard and double-taked when I realized it was mine. Went to investigate and found someone cut my thin cable that I had going through the bike rack attached to the U-Lock between wheel/frame. U-lock still there but with a gash in it. Guessing they thought it wasnt worth it.  Then I saw two other cut locks next to the rack. They were not so lucky. =(  My bikes all now live in my office and the incident convinced my wife Im not just being paranoid.,NEUTRAL,0.038927738927739,POSITIVE,0.999982237815857,POSITIVE,0.654820382595062,0.294862449169159,0.0370710529387,0.013246095739305
bicycling_bnffyo,someone spooked them.,NEUTRAL,0,POSITIVE,0.907794833183289,NEGATIVE,0.011743918992579,0.832086682319641,0.156103059649468,6.63644677842967E-05
bicycling_bnffyo,Similar thing happened to me. Good that I had an Abus lock too!,POSITIVE,0.4375,NEGATIVE,0.922501444816589,POSITIVE,0.726259648799896,0.2048579454422,0.06882456690073,5.79469851800241E-05
bicycling_bnffyo,German made,NEUTRAL,0,POSITIVE,0.683933138847351,NEUTRAL,0.133257284760475,0.311903089284897,0.554483830928803,0.000355834927177
bicycling_bnffyo,"Wow,  I wonder how much time they spent working on this lock...",POSITIVE,0.066666666666667,NEGATIVE,0.999882102012634,NEUTRAL,0.224480852484703,0.089429795742035,0.686038672924042,5.06558462802786E-05
bicycling_bnffyo,Has anybody here tried anti-theft devices that track the stolen bike real time on a smartphone app?,POSITIVE,0.2,NEGATIVE,0.99883371591568,NEUTRAL,0.012693101540208,0.176445215940475,0.810834467411041,2.72998549917247E-05
bicycling_bnffyo,"If you have a nice bike, you can easily avoid having it stolen by covering it in cheap gold spray paint. Works like a charm for me.",POSITIVE,0.477777777777778,POSITIVE,0.973701059818268,POSITIVE,0.998402297496796,0.00021528355137,0.00137969176285,2.65503217633523E-06
bicycling_bnffyo,Nice!,POSITIVE,0.75,POSITIVE,0.818698644638062,POSITIVE,0.998801589012146,3.57014359906316E-05,0.001156940124929,5.77307991989073E-06
bicycling_bnffyo,For the for the haters that say bolt cutters can’t cut it https://youtu.be/pywN558dJaU,NEUTRAL,0,POSITIVE,0.566052317619324,NEUTRAL,0.010997876524925,0.441079020500183,0.544413924217224,0.003509195754305
bicycling_bnffyo,"Are most bike thieves drug addicts, or just general assholes?   Is there any sort of study about bike thieves?     They're basically the lowest form of thieves.   If you steal a car or from a store the objects are insured.    Some poor bastard that needs that bike to get to work is going to have to shell out their own money to buy a new one.  When I'd steal stuff as a kid, my code was to only take something from a corporation.",POSITIVE,0.147727272727273,NEGATIVE,0.989050149917602,NEGATIVE,0.000474647124065,0.980267286300659,0.01925546117127,2.57300075645617E-06
bicycling_bnffyo,It's amazing how far owners of bikes have to go to protect their bikes.  Laws protect the thief more than the owners.  Otherwise locks with mace would be activated when the locks are tampered with and/or shocked to the point they couldn't tolerate.  Bike owners would go to jail immediately. Sucks.,NEUTRAL,0.016666666666667,POSITIVE,0.996298491954803,NEGATIVE,0.060509439557791,0.678095102310181,0.011991208419204,0.249404221773148
bicycling_bnffyo,Down vote without researching lol  Face reality https://youtu.be/pywN558dJaU,POSITIVE,0.322222222222222,POSITIVE,0.999143481254577,NEUTRAL,0.047208964824677,0.00211173039861,0.950250148773193,0.000429079664173
